0.10423,-0.97705,0.18579,-0.014107,-0.99882,-0.046409,0.063279,-0.99178,-0.11123
0.10423,-0.97705,0.18579,0.033305,-0.98283,0.18147,-0.014107,-0.99882,-0.046409
0.10423,-0.97705,0.18579,0.063279,-0.99178,-0.11123,0.11565,-0.98419,-0.13417
0.10423,-0.97705,0.18579,0.21102,-0.90768,0.36275,0.016268,-0.95781,0.28694
0.10423,-0.97705,0.18579,0.016268,-0.95781,0.28694,0.033305,-0.98283,0.18147
0.10423,-0.97705,0.18579,0.11565,-0.98419,-0.13417,0.21102,-0.90768,0.36275
-0.33297,-0.92752,0.16984,-0.33991,-0.92571,0.1659,-0.32828,-0.93043,0.16286
-0.33297,-0.92752,0.16984,-0.56487,-0.61153,0.55403,-0.51467,-0.81917,0.25311
-0.33297,-0.92752,0.16984,-0.51467,-0.81917,0.25311,-0.45997,-0.86366,0.20617
-0.33297,-0.92752,0.16984,-0.32828,-0.93043,0.16286,-0.19328,-0.96928,0.15211
-0.33297,-0.92752,0.16984,-0.19328,-0.96928,0.15211,0.016268,-0.95781,0.28694
-0.33297,-0.92752,0.16984,0.016268,-0.95781,0.28694,-0.56487,-0.61153,0.55403
-0.33297,-0.92752,0.16984,-0.45997,-0.86366,0.20617,-0.33991,-0.92571,0.1659
-0.33991,-0.92571,0.1659,-0.35215,-0.92339,0.15279,-0.34166,-0.92629,0.15891
-0.33991,-0.92571,0.1659,-0.34166,-0.92629,0.15891,-0.32828,-0.93043,0.16286
-0.33991,-0.92571,0.1659,-0.45997,-0.86366,0.20617,-0.35215,-0.92339,0.15279
-0.51862,-0.85409,0.039472,-0.50246,-0.86388,0.035327,-0.50381,-0.86291,0.039552
-0.51862,-0.85409,0.039472,-0.65794,-0.75307,-0.0025234,-0.48497,-0.86892,-0.098909
-0.51862,-0.85409,0.039472,-0.48497,-0.86892,-0.098909,-0.50246,-0.86388,0.035327
-0.51862,-0.85409,0.039472,-0.50381,-0.86291,0.039552,-0.5376,-0.83408,0.12367
-0.51862,-0.85409,0.039472,-0.5376,-0.83408,0.12367,-0.65794,-0.75307,-0.0025234
-0.18375,-0.98275,0.02087,-0.25409,-0.96691,-0.022971,-0.18327,-0.98291,-0.017194
-0.18375,-0.98275,0.02087,-0.014107,-0.99882,-0.046409,0.033305,-0.98283,0.18147
-0.18375,-0.98275,0.02087,-0.18327,-0.98291,-0.017194,-0.014107,-0.99882,-0.046409
-0.18375,-0.98275,0.02087,0.033305,-0.98283,0.18147,-0.19328,-0.96928,0.15211
-0.18375,-0.98275,0.02087,-0.19328,-0.96928,0.15211,-0.25409,-0.96691,-0.022971
-0.25409,-0.96691,-0.022971,-0.29629,-0.95466,-0.028819,-0.20008,-0.97697,-0.074187
-0.25409,-0.96691,-0.022971,-0.20008,-0.97697,-0.074187,-0.18327,-0.98291,-0.017194
-0.25409,-0.96691,-0.022971,-0.32828,-0.93043,0.16286,-0.29629,-0.95466,-0.028819
-0.25409,-0.96691,-0.022971,-0.19328,-0.96928,0.15211,-0.32828,-0.93043,0.16286
-0.29629,-0.95466,-0.028819,-0.31684,-0.94802,-0.029403,-0.31334,-0.94902,-0.034316
-0.29629,-0.95466,-0.028819,-0.31334,-0.94902,-0.034316,-0.20008,-0.97697,-0.074187
-0.29629,-0.95466,-0.028819,-0.32828,-0.93043,0.16286,-0.31684,-0.94802,-0.029403
-0.31684,-0.94802,-0.029403,-0.43749,-0.89835,-0.039719,-0.31334,-0.94902,-0.034316
-0.31684,-0.94802,-0.029403,-0.35215,-0.92339,0.15279,-0.39703,-0.91065,0.11434
-0.31684,-0.94802,-0.029403,-0.32828,-0.93043,0.16286,-0.35215,-0.92339,0.15279
-0.31684,-0.94802,-0.029403,-0.39703,-0.91065,0.11434,-0.43749,-0.89835,-0.039719
-0.43749,-0.89835,-0.039719,-0.48497,-0.86892,-0.098909,-0.31334,-0.94902,-0.034316
-0.43749,-0.89835,-0.039719,-0.39703,-0.91065,0.11434,-0.45189,-0.89171,-0.025467
-0.43749,-0.89835,-0.039719,-0.45189,-0.89171,-0.025467,-0.48497,-0.86892,-0.098909
-0.014107,-0.99882,-0.046409,-0.18327,-0.98291,-0.017194,-0.20008,-0.97697,-0.074187
-0.014107,-0.99882,-0.046409,-0.20008,-0.97697,-0.074187,0.063279,-0.99178,-0.11123
-0.88165,-0.45962,-0.10701,-0.76628,-0.64247,-0.0076102,-0.87124,-0.48982,-0.031928
-0.88165,-0.45962,-0.10701,-0.88394,-0.45522,-0.10692,-0.83598,-0.45318,-0.30945
-0.88165,-0.45962,-0.10701,-0.87124,-0.48982,-0.031928,-0.87587,-0.48045,-0.04486
-0.88165,-0.45962,-0.10701,-0.83598,-0.45318,-0.30945,-0.76628,-0.64247,-0.0076102
-0.88165,-0.45962,-0.10701,-0.87587,-0.48045,-0.04486,-0.88394,-0.45522,-0.10692
-0.97366,0.091196,-0.20897,-0.97262,0.09771,-0.21085,-0.9655,0.096938,-0.24167
-0.97366,0.091196,-0.20897,-0.97176,0.10523,-0.21119,-0.97262,0.09771,-0.21085
-0.97366,0.091196,-0.20897,-0.9655,0.096938,-0.24167,-0.9645,0.092076,-0.24751
-0.97366,0.091196,-0.20897,-0.96642,0.2567,0.011495,-0.97176,0.10523,-0.21119
-0.97366,0.091196,-0.20897,-0.9645,0.092076,-0.24751,-0.99366,-0.10524,-0.039428
-0.97366,0.091196,-0.20897,-0.99366,-0.10524,-0.039428,-0.96642,0.2567,0.011495
-0.97262,0.09771,-0.21085,-0.97176,0.10523,-0.21119,-0.9655,0.096938,-0.24167
-0.68685,0.25778,-0.67955,-0.94271,0.2065,-0.26204,-0.82575,0.55049,-0.12288
-0.68685,0.25778,-0.67955,-0.39765,0.8087,-0.43345,-0.1519,0.12363,-0.98063
-0.68685,0.25778,-0.67955,-0.90605,-0.2528,-0.33936,-0.94587,0.14897,-0.28833
-0.68685,0.25778,-0.67955,-0.23378,-0.027542,-0.9719,-0.90605,-0.2528,-0.33936
-0.68685,0.25778,-0.67955,-0.1519,0.12363,-0.98063,-0.23378,-0.027542,-0.9719
-0.68685,0.25778,-0.67955,-0.94587,0.14897,-0.28833,-0.94271,0.2065,-0.26204
-0.68685,0.25778,-0.67955,-0.82575,0.55049,-0.12288,-0.39765,0.8087,-0.43345
-0.56487,-0.61153,0.55403,-0.88391,-0.3996,0.24297,-0.7053,-0.63662,0.31188
-0.56487,-0.61153,0.55403,0.21102,-0.90768,0.36275,-0.65911,-0.19153,0.72725
-0.56487,-0.61153,0.55403,0.016268,-0.95781,0.28694,0.21102,-0.90768,0.36275
-0.56487,-0.61153,0.55403,-0.65911,-0.19153,0.72725,-0.91852,-0.26466,0.29374
-0.56487,-0.61153,0.55403,-0.91852,-0.26466,0.29374,-0.88391,-0.3996,0.24297
-0.56487,-0.61153,0.55403,-0.7053,-0.63662,0.31188,-0.51467,-0.81917,0.25311
-0.92157,-0.020713,0.38767,-0.95274,0.25385,0.1669,-0.99366,-0.10524,-0.039428
-0.92157,-0.020713,0.38767,-0.88514,0.1094,0.45228,-0.95274,0.25385,0.1669
-0.92157,-0.020713,0.38767,-0.65911,-0.19153,0.72725,-0.88514,0.1094,0.45228
-0.92157,-0.020713,0.38767,-0.91852,-0.26466,0.29374,-0.65911,-0.19153,0.72725
-0.92157,-0.020713,0.38767,-0.99366,-0.10524,-0.039428,-0.96298,-0.21956,0.15643
-0.92157,-0.020713,0.38767,-0.96298,-0.21956,0.15643,-0.91852,-0.26466,0.29374
-0.51467,-0.81917,0.25311,-0.47148,-0.86394,0.17695,-0.45997,-0.86366,0.20617
-0.51467,-0.81917,0.25311,-0.7053,-0.63662,0.31188,-0.56501,-0.7936,0.22574
-0.51467,-0.81917,0.25311,-0.56501,-0.7936,0.22574,-0.47148,-0.86394,0.17695
-0.88391,-0.3996,0.24297,-0.79038,-0.57255,0.21793,-0.7053,-0.63662,0.31188
-0.88391,-0.3996,0.24297,-0.91852,-0.26466,0.29374,-0.88541,-0.40608,0.22614
-0.88391,-0.3996,0.24297,-0.88541,-0.40608,0.22614,-0.79038,-0.57255,0.21793
-0.47148,-0.86394,0.17695,-0.50381,-0.86291,0.039552,-0.39703,-0.91065,0.11434
-0.47148,-0.86394,0.17695,-0.39703,-0.91065,0.11434,-0.45997,-0.86366,0.20617
-0.47148,-0.86394,0.17695,-0.5376,-0.83408,0.12367,-0.50381,-0.86291,0.039552
-0.47148,-0.86394,0.17695,-0.56501,-0.7936,0.22574,-0.5376,-0.83408,0.12367
-0.50246,-0.86388,0.035327,-0.48497,-0.86892,-0.098909,-0.45189,-0.89171,-0.025467
-0.50246,-0.86388,0.035327,-0.39703,-0.91065,0.11434,-0.50381,-0.86291,0.039552
